Sample in Buffer,Sample in Window,TRIGGER,douta1[127:0],encrypted128[0][127:0],addra[0][6:0],douta2[127:0],encrypted128[1][127:0],addra[1][6:0],reset_1,encrypted128[2][127:0],encrypted128[3][127:0],encrypted128[4][127:0],encrypted128[5][127:0],in[0][127:0],in[1][127:0],in[2][127:0],in[3][127:0],in[4][127:0],in[5][127:0],done
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,UNSIGNED,HEX,HEX,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
666,666,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
667,667,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
668,668,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
669,669,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
670,670,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
671,671,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
672,672,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
673,673,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
674,674,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
675,675,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
676,676,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
677,677,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
678,678,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
679,679,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
680,680,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
681,681,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
682,682,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
683,683,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
684,684,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
685,685,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
686,686,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
687,687,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
688,688,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
689,689,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
690,690,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
691,691,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
692,692,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
693,693,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
694,694,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
695,695,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
696,696,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
697,697,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
698,698,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
699,699,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
700,700,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
701,701,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
702,702,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
703,703,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
704,704,0,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,92,00000000000000000000000000000000,c6a13b37878f5b826f4f8162a1c8d879,93,0,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,c6a13b37878f5b826f4f8162a1c8d879,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,1
